area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
39029,0,10,70,0,2024,2,,2241,28493,28722,28458,344458568,37970494,885517,928,,1,1,1,1,1,1,1,1,,-9,-0.4,76,0.3,7,0,-40,-0.1,18948771,5.8,-968859,-2.5,22050,2.6,51,5.8
39029,1,10,71,0,2024,2,,27,555,542,546,12323053,0,0,1731,,2.4,1.01,0.98,0.99,1.34,0,0,1.35,,0,0,4,0.7,-16,-2.9,-4,-0.7,1183591,10.6,0,0,0,0,181,11.7
39029,2,10,71,0,2024,2,,12,248,249,217,4397461,0,0,1421,,0.9,0.28,0.28,0.25,0.38,0,0,1.4,,0,0,-7,-2.7,-12,-4.6,-2,-0.9,607960,16,0,0,0,0,231,19.4
39029,3,10,71,0,2024,2,,140,3979,3986,3761,46054822,26692,246,906,,4.43,1.45,1.44,1.41,1.51,0.04,0.05,1.05,,2,1.4,78,2,-5,-0.1,59,1.6,2090592,4.8,3433,14.8,60,32.3,31,3.5
39029,5,10,71,0,2024,2,,2062,23711,23945,23934,281683232,37943802,885271,908,,0.94,0.98,0.98,0.98,0.96,1.02,1.01,0.98,,-11,-0.5,1,0,40,0.2,-93,-0.4,15066628,5.7,-972292,-2.5,21990,2.5,49,5.7
39031,0,10,70,0,2024,2,,738,9780,9839,9870,117663981,12026967,277376,921,,1,1,1,1,1,1,1,1,,9,1.2,-14,-0.1,34,0.3,-57,-0.6,2091776,1.8,-421605,-3.4,11540,4.3,18,2
39031,1,10,71,0,2024,2,,9,77,79,76,1176266,0,0,1170,,2.43,0.41,0.42,0.4,0.38,0,0,0.92,,-1,-10,0,0,1,1.3,-2,-2.6,37869,3.3,0,0,0,0,43,3.8
39031,2,10,71,0,2024,2,,7,43,41,42,734897,0,0,1346,,1.6,0.14,0.13,0.14,0.18,0,0,1.33,,0,0,-1,-2.3,-2,-4.7,-4,-8.7,151243,25.9,0,0,0,0,333,32.9
39031,3,10,71,0,2024,2,,70,1289,1300,1271,15924019,0,0,952,,6.73,1.37,1.37,1.37,1.53,0,0,1.11,,-1,-1.4,-19,-1.5,-24,-1.8,-62,-4.7,625999,4.1,0,0,0,0,62,7
39031,5,10,71,0,2024,2,,652,8371,8419,8481,99828799,12026967,277376,912,,0.91,1,1,1,1,1.03,1.01,0.99,,11,1.7,6,0.1,59,0.7,11,0.1,1276665,1.3,-421605,-3.4,11540,4.3,9,1
39033,0,10,70,0,2024,2,,949,12719,12897,12937,158579643,16033182,349550,949,,1,1,1,1,1,1,1,1,,-5,-0.5,54,0.4,120,0.9,81,0.6,7135332,4.7,-752254,-4.5,22214,6.8,36,3.9
39033,1,10,71,0,2024,2,,8,79,73,74,1140276,0,0,1164,,1.68,0.32,0.29,0.3,0.27,0,0,0.89,,-2,-20,2,2.6,-3,-3.9,-5,-6.3,41960,3.8,0,0,0,0,72,6.6
39033,2,10,71,0,2024,2,,10,106,107,107,2582567,0,0,1862,,1.78,0.27,0.27,0.27,0.48,0,0,1.79,,-1,-9.1,2,1.9,3,2.9,4,3.9,602611,30.4,0,0,0,0,393,26.8
39033,3,10,71,0,2024,2,,94,1588,1611,1510,19273441,17368,156,945,,7.02,1.3,1.3,1.24,1.37,0.06,0.08,1.07,,-2,-2.1,31,2,16,1,28,1.9,994496,5.4,684,4.1,23,17.3,35,3.8
39033,5,10,71,0,2024,2,,837,10946,11106,11246,135583359,16015814,349394,940,,0.9,1.01,1.01,1.02,1,1.02,1.01,0.99,,0,0,19,0.2,104,0.9,54,0.5,5496265,4.2,-752938,-4.5,22191,6.8,34,3.8
39035,0,10,70,0,2024,2,,39176,702618,708187,711249,12430932423,798169448,20961988,1352,,1,1,1,1,1,1,1,1,,-83,-0.2,4495,0.6,2818,0.4,-727,-0.1,467038424,3.9,-27891622,-3.4,281630,1.4,47,3.6
39035,1,10,71,0,2024,2,,115,16396,16264,16293,381656953,0,0,1799,,0.59,1.21,1.19,1.19,1.15,0,0,0.97,,5,4.5,889,5.7,685,4.4,697,4.5,27196744,7.7,0,0,0,0,47,2.7
39035,2,10,71,0,2024,2,,38,4553,4528,3945,93008964,0,0,1648,,0.16,0.21,0.21,0.18,0.22,0,0,1.11,,0,0,26,0.6,-75,-1.6,10,0.3,14623426,18.7,0,0,0,0,263,19
39035,3,10,71,0,2024,2,,1040,71137,72156,72191,1185205239,426021,7140,1269,,1.88,1.05,1.06,1.08,1.08,0.03,0.06,1.01,,-13,-1.2,1565,2.2,1618,2.3,1230,1.7,62854742,5.6,-168925,-28.4,-3226,-31.1,42,3.4
39035,5,10,71,0,2024,2,,37983,610532,615239,618820,10771061267,797743427,20954848,1348,,0.99,1.02,1.02,1.02,1.02,1.02,1.01,1,,-75,-0.2,2015,0.3,590,0.1,-2664,-0.4,362363512,3.5,-27722697,-3.4,284856,1.4,46,3.5
39037,0,10,70,0,2024,2,,1354,18236,18610,18492,224459284,22173423,528452,936,,1,1,1,1,1,1,1,1,,-16,-1.2,-355,-1.9,-242,-1.3,-412,-2.2,4574562,2.1,-2304970,-9.4,-35433,-6.3,35,3.9
39037,1,10,71,0,2024,2,,16,115,109,106,1742869,0,0,1219,,2.36,0.33,0.3,0.3,0.29,0,0,0.95,,-1,-5.9,6,5.5,0,0,0,0,168384,10.7,0,0,0,0,98,8.7
39037,2,10,71,0,2024,2,,8,45,45,45,816103,0,0,1395,,1,0.08,0.08,0.08,0.11,0,0,1.36,,-1,-11.1,1,2.3,0,0,1,2.3,140608,20.8,0,0,0,0,223,19
39037,3,10,71,0,2024,2,,89,2102,2152,2076,25806608,34188,358,941,,4.66,1.2,1.2,1.2,1.3,0.09,0.12,1.08,,1,1.1,16,0.8,9,0.4,51,2.5,1070969,4.3,8219,31.6,17,5,28,3.1
39037,5,10,71,0,2024,2,,1241,15974,16304,16265,196093704,22139235,528094,932,,0.94,1.03,1.03,1.03,1.03,1.02,1.01,1,,-15,-1.2,-378,-2.3,-251,-1.5,-464,-2.8,3194601,1.7,-2313189,-9.5,-35450,-6.3,35,3.9
39039,0,10,70,0,2024,2,,942,15516,15728,15611,198627156,20930258,555035,978,,1,1,1,1,1,1,1,1,,21,2.3,404,2.7,334,2.2,302,2,12024021,6.4,1669184,8.7,149251,36.8,38,4
39039,1,10,71,0,2024,2,,10,76,77,78,1319279,0,0,1318,,2.12,0.25,0.25,0.26,0.25,0,0,0.98,,-1,-9.1,-10,-11.6,-6,-7.2,-1,-1.3,-3953,-0.3,0,0,0,0,87,7.1
39039,2,10,71,0,2024,2,,8,69,70,71,1467226,0,0,1612,,1.43,0.14,0.14,0.15,0.22,0,0,1.51,,0,0,1,1.5,3,4.5,3,4.4,298606,25.6,0,0,0,0,284,21.4
39039,3,10,71,0,2024,2,,72,1805,1823,1608,22214259,14812,144,979,,5.42,1.21,1.2,1.1,1.26,0.04,0.05,1.08,,0,0,-51,-2.7,-70,-3.7,-143,-8.2,-750952,-3.3,6438,76.9,77,114.9,15,1.6
39039,5,10,71,0,2024,2,,852,13566,13758,13854,173626392,20915446,554891,973,,0.93,1.02,1.03,1.04,1.03,1.02,1.01,1,,22,2.7,464,3.5,407,3,443,3.3,12480320,7.7,1662746,8.6,149174,36.8,40,4.3
39041,0,10,70,0,2024,2,,7164,95747,97828,99336,1683358436,130136673,3029317,1326,,1,1,1,1,1,1,1,1,,263,3.8,1569,1.7,2067,2.2,1587,1.6,115119731,7.3,-5100505,-3.8,45089,1.5,68,5.4
39041,1,10,71,0,2024,2,,15,276,284,288,5090300,0,0,1385,,0.42,0.15,0.15,0.15,0.11,0,0,0.76,,-1,-6.2,-88,-24.2,-78,-21.5,-88,-23.4,-2409340,-32.1,0,0,0,0,-185,-11.8
39041,2,10,71,0,2024,2,,17,531,534,562,11814673,0,0,1676,,0.4,0.18,0.18,0.18,0.21,0,0,1.15,,-2,-10.5,17,3.3,3,0.6,28,5.2,2549220,27.5,0,0,0,0,322,23.8
39041,3,10,71,0,2024,2,,123,8720,8911,8490,147340132,17100,462,1302,,1.22,0.95,0.94,0.91,0.99,0.01,0.03,1.06,,0,0,350,4.2,419,4.9,349,4.3,10005621,7.3,3825,28.8,-281,-37.8,34,2.7
39041,5,10,71,0,2024,2,,7009,86220,88099,89996,1519113331,130119573,3028855,1326,,1,1.06,1.06,1.06,1.06,1.03,1.01,1,,266,3.9,1290,1.5,1723,2,1298,1.5,104974230,7.4,-5104330,-3.8,45370,1.5,71,5.7
39043,0,10,70,0,2024,2,,2071,35624,37894,39133,438602537,61605313,1612986,898,,1,1,1,1,1,1,1,1,,-11,-0.5,644,1.8,336,0.9,-555,-1.4,25284546,6.1,-813966,-1.3,75686,4.9,48,5.6
39043,1,10,71,0,2024,2,,16,251,244,252,5215999,0,0,1611,,1.54,0.36,0.33,0.33,0.45,0,0,1.3,,-1,-5.9,7,2.9,0,0,8,3.3,461071,9.7,0,0,0,0,112,7.5
39043,2,10,71,0,2024,2,,14,781,772,694,13987688,0,0,1437,,1.14,0.7,0.66,0.58,0.94,0,0,1.46,,-1,-6.7,6,0.8,-10,-1.3,0,0,3202342,29.7,0,0,0,0,331,29.9
39043,3,10,71,0,2024,2,,105,3941,3995,3954,53374190,100251,2515,1036,,3.6,1.15,1.09,1.08,1.37,0.09,0.27,1.24,,-1,-0.9,69,1.8,65,1.7,50,1.3,2208900,4.3,-18780,-15.8,-611,-19.5,27,2.7
39043,5,10,71,0,2024,2,,1936,30651,32883,34233,366024660,61505062,1610471,864,,0.96,1.01,1.02,1.02,0.98,1.02,1.01,0.97,,-8,-0.4,562,1.9,281,0.9,-613,-1.8,19412233,5.6,-795186,-1.3,76297,5,44,5.4
39045,0,10,70,0,2024,2,,3492,46769,47753,47651,603617446,64886400,1470084,980,,1,1,1,1,1,1,1,1,,72,2.1,1146,2.5,1348,2.9,1385,3,50379799,9.1,1835662,2.9,137470,10.3,57,6.2
39045,1,10,71,0,2024,2,,23,268,279,279,4824684,0,0,1348,,1.31,0.3,0.3,0.3,0.3,0,0,1,,0,0,-241,-47.3,-237,-45.9,-240,-46.2,-4989622,-50.8,0,0,0,0,-119,-8.1
39045,2,10,71,0,2024,2,,15,569,568,556,11734858,0,0,1600,,0.73,0.39,0.38,0.38,0.57,0,0,1.49,,-2,-11.8,5,0.9,7,1.2,1,0.2,2443792,26.3,0,0,0,0,324,25.4
39045,3,10,71,0,2024,2,,165,6173,6325,6028,92954798,10422,1386,1158,,3.35,1.37,1.37,1.35,1.74,0.01,0.17,1.27,,1,0.6,186,3.1,183,3,149,2.5,7018785,8.2,-4172,-28.6,-496,-26.4,57,5.2
39045,5,10,71,0,2024,2,,3289,39759,40581,40788,494103106,64875978,1468698,941,,0.97,1,1,1,0.96,1.02,1.01,0.96,,73,2.3,1196,3.1,1395,3.6,1475,3.8,45906844,10.2,1839834,2.9,137966,10.4,57,6.4
39047,0,10,70,0,2024,2,,678,11266,11402,11483,139372358,19499494,448605,942,,1,1,1,1,1,1,1,1,,2,0.3,559,5.2,661,6.2,670,6.2,16798342,13.7,2092207,12,67274,17.6,65,7.4
39047,1,10,71,0,2024,2,,7,51,50,55,805472,0,0,1192,,2.06,0.23,0.23,0.25,0.22,0,0,0.92,,-1,-12.5,0,0,-1,-2,1,1.9,19981,2.5,0,0,0,0,30,2.6
39047,2,10,71,0,2024,2,,5,38,39,39,689917,0,0,1373,,1.24,0.11,0.11,0.11,0.15,0,0,1.33,,-1,-16.7,1,2.7,2,5.4,2,5.4,145299,26.7,0,0,0,0,241,21.3
39047,3,10,71,0,2024,2,,47,1205,1212,1214,16191632,22315,603,1029,,4.92,1.11,1.1,1.13,1.31,0.07,0.24,1.18,,-2,-4.1,14,1.2,3,0.2,14,1.2,412969,2.6,22315,100,603,100,18,1.8
39047,5,10,71,0,2024,2,,619,9972,10101,10175,121685337,19477179,448002,928,,0.94,1.04,1.04,1.04,1.03,1.02,1.01,0.99,,6,1,544,5.8,657,7,653,6.9,16220093,15.4,2069892,11.9,66671,17.5,71,8.3
39049,0,10,70,0,2024,2,,39746,774198,781931,781441,13871821029,944345203,23475372,1369,,1,1,1,1,1,1,1,1,,328,0.8,6632,0.9,10637,1.4,6565,0.8,845551020,6.5,-39858255,-4,154697,0.7,70,5.4
39049,1,10,71,0,2024,2,,99,13511,13592,13668,285305543,0,0,1615,,0.5,0.9,0.9,0.91,0.77,0,0,0.86,,2,2.1,1145,9.3,1197,9.7,1285,10.4,31142160,12.3,0,0,0,0,36,2.3
39049,2,10,71,0,2024,2,,194,59492,59522,59848,1443447427,0,0,1862,,0.82,2.46,2.45,2.49,3.07,0,0,1.24,,-8,-4,2216,3.9,2074,3.6,2059,3.6,226806438,18.6,0,0,0,0,235,14.4
39049,3,10,71,0,2024,2,,623,58085,59392,56629,1051631130,974663,37001,1394,,1.11,0.78,0.79,0.77,0.86,0.06,0.28,1.1,,4,0.6,1870,3.3,2121,3.7,2164,4,69968781,7.1,-60575,-5.9,-4874,-11.6,45,3.3
39049,5,10,71,0,2024,2,,38830,643110,649425,651296,11091436929,943370540,23438371,1317,,1,0.97,0.97,0.97,0.94,1.02,1.01,0.97,,330,0.9,1401,0.2,5245,0.8,1057,0.2,517633641,4.9,-39797680,-4,159571,0.7,57,4.5
39051,0,10,70,0,2024,2,,1137,17975,18130,18367,250074958,21383880,702109,1059,,1,1,1,1,1,1,1,1,,5,0.4,138,0.8,-116,-0.6,25,0.1,15139450,6.4,-1843681,-7.9,9584,1.4,63,6.3
39051,1,10,71,0,2024,2,,11,82,79,81,1228269,0,0,1171,,1.93,0.24,0.23,0.23,0.18,0,0,0.8,,-1,-8.3,3,3.8,-4,-4.8,-2,-2.4,17205,1.4,0,0,0,0,30,2.6
39051,2,10,71,0,2024,2,,9,117,112,112,2316395,0,0,1568,,1.34,0.21,0.2,0.2,0.27,0,0,1.35,,0,0,9,8.3,1,0.9,2,1.8,476465,25.9,0,0,0,0,277,21.5
39051,3,10,71,0,2024,2,,78,2389,2402,2444,26464767,38273,859,844,,4.87,1.38,1.37,1.42,1.19,0.1,0.21,0.86,,-1,-1.3,141,6.3,98,4.3,221,9.9,1909604,7.8,5598,17.1,34,4.1,8,1
39051,5,10,71,0,2024,2,,1039,15387,15537,15730,220065527,21345607,701250,1089,,0.94,1,1,1,1.03,1.02,1.01,1.03,,7,0.7,-15,-0.1,-211,-1.3,-196,-1.2,12736176,6.1,-1849279,-8,9550,1.4,73,7.2
39053,0,10,70,0,2024,2,,749,11335,11278,10997,132289180,12420876,327690,908,,1,1,1,1,1,1,1,1,,-12,-1.6,-105,-0.9,-143,-1.3,-127,-1.1,3859600,3,-996888,-7.4,31054,10.5,36,4.1
39053,1,10,71,0,2024,2,,12,64,61,59,957564,0,0,1201,,3.2,0.29,0.28,0.28,0.27,0,0,0.96,,-1,-7.7,4,6.7,2,3.4,-1,-1.7,24040,2.6,0,0,0,0,-3,-0.2
39053,2,10,71,0,2024,2,,7,297,289,295,5410258,0,0,1417,,1.58,0.84,0.83,0.87,1.2,0,0,1.43,,-3,-30,7,2.4,1,0.3,9,3.1,1386083,34.4,0,0,0,0,342,31.8
39053,3,10,71,0,2024,2,,73,1865,1811,1634,17245146,43473,416,749,,6.91,1.71,1.67,1.58,1.47,0.2,0.22,0.89,,1,1.4,92,5.2,55,3.1,-52,-3.1,1273993,8,-10419,-19.3,-247,-37.3,42,5.9
39053,5,10,71,0,2024,2,,657,9109,9117,9009,108676212,12377403,327274,921,,0.9,0.94,0.95,0.96,0.97,1.02,1.01,1.02,,-9,-1.4,-208,-2.2,-201,-2.2,-83,-0.9,1175484,1.1,-986469,-7.4,31301,10.6,26,2.9
39055,0,10,70,0,2024,2,,3206,36217,37250,37535,490369874,53541495,1747155,1019,,1,1,1,1,1,1,1,1,,20,0.6,638,1.8,703,1.9,362,1,15381577,3.2,-772147,-1.4,-23717,-1.3,16,1.6
39055,1,10,71,0,2024,2,,10,101,95,98,1651918,0,0,1297,,0.62,0.14,0.13,0.14,0.13,0,0,0.92,,-2,-16.7,-16,-13.7,-23,-19.5,-19,-16.2,-372030,-18.4,0,0,0,0,-30,-2.3
39055,2,10,71,0,2024,2,,10,195,199,158,3134549,0,0,1310,,0.53,0.17,0.17,0.14,0.19,0,0,1.17,,0,0,-3,-1.5,-3,-1.5,-13,-7.6,269191,9.4,0,0,0,0,152,13.1
39055,3,10,71,0,2024,2,,63,2979,3027,2892,43597414,60435,604,1131,,1.39,0.85,0.84,0.82,1,0.06,0.06,1.2,,-1,-1.6,36,1.2,2,0.1,65,2.3,1916655,4.6,10870,21.9,108,21.8,37,3.4
39055,5,10,71,0,2024,2,,3123,32942,33929,34387,441985993,53481060,1746551,1007,,1,1.07,1.07,1.07,1.06,1.02,1.01,0.99,,23,0.7,621,1.9,727,2.2,329,1,13567761,3.2,-783017,-1.4,-23825,-1.3,14,1.4
39057,0,10,70,0,2024,2,,4145,79682,80057,80323,1382595904,82292668,1788564,1329,,1,1,1,1,1,1,1,1,,27,0.7,1607,2.1,1725,2.2,2250,2.9,72942756,5.6,5083,0,66052,3.8,40,3.1
39057,1,10,71,0,2024,2,,53,15799,16009,16138,399215333,0,0,1921,,2.55,10.24,10.37,10.41,10.85,0,0,1.05,,-1,-1.9,579,3.8,705,4.6,712,4.6,10228803,2.6,0,0,0,0,-33,-1.7
39057,2,10,71,0,2024,2,,13,2350,2110,2014,38947207,0,0,1388,,0.53,0.94,0.85,0.82,0.83,0,0,0.95,,0,0,-17,-0.7,-9,-0.4,-75,-3.6,616848,1.6,0,0,0,0,43,3.2
39057,3,10,71,0,2024,2,,138,6018,6059,5970,89000511,27709,499,1138,,2.36,0.78,0.79,0.79,0.73,0.02,0.05,0.92,,-2,-1.4,93,1.6,-9,-0.1,402,7.2,6809740,8.3,-4054,-12.8,-232,-31.7,58,5.4
39057,5,10,71,0,2024,2,,3941,55515,55879,56201,855432853,82264959,1788065,1178,,0.98,0.82,0.82,0.82,0.73,1.02,1.01,0.89,,30,0.8,952,1.7,1038,1.9,1211,2.2,55287365,6.9,9137,0,66284,3.8,55,4.9
39059,0,10,70,0,2024,2,,978,14544,14765,14827,187012118,19125757,434245,978,,1,1,1,1,1,1,1,1,,-2,-0.2,65,0.4,59,0.4,92,0.6,11477653,6.5,-281406,-1.5,-2084,-0.5,56,6.1
39059,1,10,71,0,2024,2,,17,110,108,107,1908610,0,0,1355,,3.47,0.39,0.38,0.37,0.38,0,0,1.01,,-2,-10.5,-3,-2.7,-10,-8.5,-5,-4.5,19727,1,0,0,0,0,84,6.6
39059,2,10,71,0,2024,2,,15,404,401,418,8548502,0,0,1613,,2.59,0.89,0.87,0.92,1.35,0,0,1.51,,0,0,1,0.2,-8,-2,4,1,2347617,37.9,0,0,0,0,446,38.2
39059,3,10,71,0,2024,2,,81,1696,1758,1708,20536655,32338,329,918,,5.87,1.21,1.24,1.23,1.24,0.1,0.13,1.01,,-1,-1.2,20,1.2,46,2.7,-6,-0.4,1528332,8,5882,22.2,80,32.1,58,6.7
39059,5,10,71,0,2024,2,,865,12334,12498,12594,156018351,19093419,433916,962,,0.91,0.99,0.99,0.99,0.98,1.02,1.01,0.99,,1,0.1,47,0.4,31,0.2,99,0.8,7581977,5.1,-287288,-1.5,-2164,-0.5,42,4.6
39061,0,10,70,0,2024,2,,27070,512960,515998,519034,9357917803,610662832,15225894,1395,,1,1,1,1,1,1,1,1,,163,0.6,-1544,-0.3,-1668,-0.3,-3637,-0.7,361587878,4,-28446326,-4.5,-198206,-1.3,60,4.5
39061,1,10,71,0,2024,2,,85,8988,8884,8818,208333381,0,0,1801,,0.63,0.91,0.89,0.88,0.84,0,0,0.94,,1,1.2,501,5.9,300,3.5,244,2.8,13523929,6.9,0,0,0,0,48,2.7
39061,2,10,71,0,2024,2,,25,10272,9697,9722,159831314,0,0,1242,,0.16,0.64,0.61,0.61,0.5,0,0,0.81,,0,0,454,4.6,412,4.4,406,4.4,15103635,10.4,0,0,0,0,67,5.7
39061,3,10,71,0,2024,2,,478,36515,37219,36268,590104167,381651,6409,1238,,1.25,0.74,0.75,0.74,0.71,0.04,0.07,0.96,,2,0.4,972,2.7,1120,3.1,707,2,33000431,5.9,-156313,-29.1,-8066,-55.7,39,3.3
39061,5,10,71,0,2024,2,,26482,457185,460198,464226,8399648941,610281181,15219485,1403,,1,1.04,1.05,1.04,1.05,1.02,1.01,1.01,,160,0.6,-3471,-0.8,-3500,-0.8,-4994,-1.1,299959883,3.7,-28290013,-4.4,-190140,-1.2,62,4.6
39063,0,10,70,0,2024,2,,1954,44264,44356,44597,752780323,56034367,1265754,1304,,1,1,1,1,1,1,1,1,,6,0.3,265,0.6,-85,-0.2,-192,-0.4,99743820,15.3,-918678,-1.6,35332,2.9,173,15.3
39063,1,10,71,0,2024,2,,15,148,145,145,2518821,0,0,1327,,1.53,0.17,0.17,0.17,0.13,0,0,0.74,,0,0,6,4.2,2,1.4,-2,-1.4,134192,5.6,0,0,0,0,53,4.2
39063,2,10,71,0,2024,2,,9,160,163,166,3636164,0,0,1716,,0.78,0.12,0.12,0.12,0.14,0,0,1.2,,-3,-25,1,0.6,5,3.2,12,7.8,784279,27.5,0,0,0,0,319,22.8
39063,3,10,71,0,2024,2,,103,3041,3111,2908,38547321,7449,67,982,,3.74,0.71,0.73,0.69,0.58,0.01,0.01,0.81,,-1,-1,32,1.1,-2,-0.1,54,1.9,1878803,5.1,-1139,-13.3,-2,-2.9,39,4.1
39063,5,10,71,0,2024,2,,1827,40915,40937,41378,708078017,56026918,1265687,1326,,0.96,1.08,1.08,1.08,1.11,1.03,1.01,1.02,,10,0.6,226,0.6,-90,-0.2,-256,-0.6,96946546,15.9,-917539,-1.6,35334,2.9,183,16
39065,0,10,70,0,2024,2,,561,7772,7878,7714,95379404,8167942,196375,942,,1,1,1,1,1,1,1,1,,3,0.5,264,3.5,275,3.6,185,2.5,6426162,7.2,380375,4.9,-36905,-15.8,35,3.9
39065,1,10,71,0,2024,2,,12,51,54,48,792133,0,0,1195,,4.27,0.34,0.36,0.32,0.31,0,0,0.92,,-2,-14.3,-11,-17.7,-4,-6.9,-14,-22.6,-81082,-9.3,0,0,0,0,88,7.9
39065,2,10,71,0,2024,2,,7,37,36,37,681824,0,0,1430,,2.11,0.15,0.15,0.16,0.21,0,0,1.39,,0,0,2,5.7,1,2.9,1,2.8,135674,24.8,0,0,0,0,241,20.3
39065,3,10,71,0,2024,2,,71,1315,1343,1354,14145668,0,0,814,,8.98,1.76,1.77,1.87,1.67,0,0,0.93,,2,2.9,13,1,38,2.9,16,1.2,945603,7.2,0,0,0,0,42,5.4
39065,5,10,71,0,2024,2,,471,6369,6445,6275,79759779,8167942,196375,964,,0.86,0.96,0.96,0.95,0.98,1.03,1.01,1.03,,3,0.6,260,4.3,240,3.9,182,3,5425967,7.3,380375,4.9,-36905,-15.8,32,3.4
39067,0,10,70,0,2024,2,,342,3796,3848,3898,63249480,4604195,163146,1265,,1,1,1,1,1,1,1,1,,5,1.5,166,4.6,124,3.3,106,2.8,11997659,23.4,-250695,-5.2,10893,7.2,204,19.2
39067,1,10,71,0,2024,2,,12,42,45,46,631999,0,0,1097,,7,0.57,0.61,0.61,0.38,0,0,0.63,,-1,-7.7,4,10.5,3,7.1,2,4.5,94188,17.5,0,0,0,0,96,9.6
39067,2,10,71,0,2024,2,,5,47,46,49,929092,0,0,1510,,2.47,0.4,0.39,0.41,0.43,0,0,1.09,,0,0,1,2.2,-3,-6.1,-1,-2,198089,27.1,0,0,0,0,347,29.8
39067,3,10,71,0,2024,2,,50,696,703,685,7891465,17139,168,874,,10.37,1.9,1.9,1.87,1.41,0.21,0.18,0.74,,0,0,5,0.7,-12,-1.7,16,2.4,388820,5.2,-1563,-8.4,-102,-37.8,40,4.8
39067,5,10,71,0,2024,2,,275,3011,3054,3118,53796924,4587056,162978,1352,,0.82,0.93,0.93,0.93,1,1.02,1.01,1.07,,6,2.2,156,5.5,136,4.7,89,2.9,11316562,26.6,-249132,-5.2,10995,7.2,238,21.4
39069,0,10,70,0,2024,2,,688,10498,10675,10748,137546249,11901688,536582,994,,1,1,1,1,1,1,1,1,,10,1.5,-160,-1.5,-99,-0.9,-84,-0.8,5066144,3.8,-106599,-0.9,12706,2.4,46,4.9
39069,1,10,71,0,2024,2,,15,68,66,67,1036431,0,0,1190,,4.35,0.33,0.32,0.32,0.28,0,0,0.87,,0,0,5,7.9,5,8.2,4,6.3,76260,7.9,0,0,0,0,5,0.4
39069,2,10,71,0,2024,2,,6,44,43,46,841310,0,0,1460,,1.47,0.13,0.13,0.14,0.18,0,0,1.34,,-1,-14.3,2,4.8,0,0,-3,-6.1,175424,26.3,0,0,0,0,313,27.3
39069,3,10,71,0,2024,2,,79,1876,1892,1861,22430508,4063,110,920,,8.14,1.86,1.84,1.84,1.84,0.02,0.04,1,,2,2.6,33,1.8,38,2,85,4.8,959847,4.5,4063,100,110,100,15,1.7
39069,5,10,71,0,2024,2,,588,8510,8674,8774,113238000,11897625,536472,1007,,0.88,0.95,0.95,0.95,0.97,1.02,1.01,1.02,,9,1.6,-200,-2.3,-142,-1.6,-170,-1.9,3854613,3.5,-110662,-0.9,12596,2.4,53,5.6
39071,0,10,70,0,2024,2,,843,11203,11411,11158,124885395,15513295,518873,853,,1,1,1,1,1,1,1,1,,-5,-0.6,239,2.2,432,3.9,362,3.4,12178469,10.8,453411,3,120316,30.2,59,7.4
39071,1,10,71,0,2024,2,,11,93,92,95,1443416,0,0,1190,,2.6,0.43,0.42,0.44,0.43,0,0,1.01,,0,0,-1,-1.1,-4,-4.2,-3,-3.1,57781,4.2,0,0,0,0,80,7.2
39071,2,10,71,0,2024,2,,8,99,102,103,1639025,0,0,1244,,1.6,0.28,0.29,0.3,0.39,0,0,1.33,,-1,-11.1,-6,-5.7,-6,-5.6,-8,-7.2,307566,23.1,0,0,0,0,296,31.2
39071,3,10,71,0,2024,2,,72,2183,2189,2027,26904917,34417,317,970,,6.06,2.02,1.99,1.93,2.43,0.13,0.11,1.23,,-6,-7.7,40,1.9,37,1.7,22,1.1,1785777,7.1,1970,6.1,56,21.5,50,5.4
39071,5,10,71,0,2024,2,,752,8828,9028,8933,94898037,15478878,518556,817,,0.91,0.92,0.93,0.94,0.89,1.02,1.01,0.96,,2,0.3,206,2.4,405,4.7,351,4.1,10027345,11.8,451441,3,120260,30.2,59,7.8
39073,0,10,70,0,2024,2,,588,7627,7721,7726,70764476,11326001,332939,708,,1,1,1,1,1,1,1,1,,-6,-1,504,7.1,481,6.6,348,4.7,6921512,10.8,662584,6.2,90047,37.1,30,4.4
39073,1,10,71,0,2024,2,,6,43,41,42,560946,0,0,1027,,2.03,0.29,0.28,0.28,0.3,0,0,1.05,,-1,-14.3,-1,-2.3,-4,-8.9,-2,-4.5,-15197,-2.6,0,0,0,0,27,2.7
